1329569381 208 0 0 0
1329570885 240 0 0 0
1329572157 257 0 0 0
1329572798 350 0 0 0
1329573421 425 0 0 0
1329575811 450 0 0 0
1329577107 450 9 0 0
1329578144 525 9 0 0
1329579777 602 9 0 0
1329580435 621 9 0 0
1329580471 621 9 0 0
1329580509 621 9 418 0
1329580544 621 9 418 0
1329581247 621 9 438 0
1329581297 757 9 438 0
1329581337 757 9 438 0
1329583367 837 9 438 0
1329585556 837 2881 438 0
1329587455 837 3000 438 0
1329587950 1255 3000 438 0
1329604612 1255 20226 438 0
1329604668 1255 20226 438 0
1329639338 1255 20226 438 0
1329644265 1292 20226 438 0
1329647498 1319 20226 438 0
1329648857 1319 20226 634 0
1329650004 1320 20226 634 0
1329651215 1320 20257 634 0
1329651833 1320 20281 634 0
1329652241 1320 20281 674 0
1329652275 1320 20281 674 0
1329654609 1320 20281 698 0
1329655892 1393 20281 698 0
1329656890 1393 20287 698 0
1329656935 1393 20287 698 0
1329657297 1418 20287 698 0
1329657328 1418 20287 698 0
1329657708 1418 20287 698 890
1329657713 1418 20287 698 890
1329658511 1418 20287 698 890
